!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!                                                                     !
!          data file        :         put/spec.dat                    !
!          t-matrix file    :    output/tmatrix.tl                    !
!          rad integral file:    utput/tmatrix.rad                    !
!          cluster file     :     tput/cluster.clu                    !
!                                                                     !
!                                                                     !
!          spectroscopy     :      PHD        algorithm : MI          !
!          inner potential  :      0.00 eV                            !
!                                                                     !
!          initial state    : 2p     selection rules: INITL =  2      !
!                                                                     !
!          incoming beam    :                                         !
!          THETA_LUM:    55.15  PHI_LUM:   -44.70  E_LUM:  1486.60 eV !
!                                                                     !
!          outgoing beam    :                                         !
!          THETA_INI:   -80.00      THETA_FIN:    79.50               !
!          PHI_INI  :     0.00      PHI_FIN  :     0.00               !
!          E_INI    :   379.10 eV   E_FIN    :   379.10 eV            !
!                                                                     !
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

  PHD           CROSS-SECTION
  0  0  0  0  0  0  1  0
   1   320     1    6  0
    3  -29.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -29.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -29.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -29.00    0.00    379.10  0.162070E-01  0.211693E-01
    0  -29.00    0.00    379.10  0.162070E-01  0.211693E-01
   -1  -29.00    0.00    379.10  0.162070E-01  0.211693E-01
    1  -28.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -28.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -28.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -28.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -28.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -28.50    0.00    379.10  0.163557E-01  0.209512E-01
    0  -28.50    0.00    379.10  0.163557E-01  0.209512E-01
   -1  -28.50    0.00    379.10  0.163557E-01  0.209512E-01
    1  -28.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -28.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -28.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -28.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -28.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -28.00    0.00    379.10  0.165019E-01  0.198373E-01
    0  -28.00    0.00    379.10  0.165019E-01  0.198373E-01
   -1  -28.00    0.00    379.10  0.165019E-01  0.198373E-01
    1  -27.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -27.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -27.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -27.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -27.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -27.50    0.00    379.10  0.166457E-01  0.188332E-01
    0  -27.50    0.00    379.10  0.166457E-01  0.188332E-01
   -1  -27.50    0.00    379.10  0.166457E-01  0.188332E-01
    1  -27.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -27.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -27.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -27.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -27.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -27.00    0.00    379.10  0.167871E-01  0.185227E-01
    0  -27.00    0.00    379.10  0.167871E-01  0.185227E-01
   -1  -27.00    0.00    379.10  0.167871E-01  0.185227E-01
    1  -26.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -26.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -26.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -26.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -26.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -26.50    0.00    379.10  0.169259E-01  0.188343E-01
    0  -26.50    0.00    379.10  0.169259E-01  0.188343E-01
   -1  -26.50    0.00    379.10  0.169259E-01  0.188343E-01
    1  -26.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -26.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -26.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -26.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -26.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -26.00    0.00    379.10  0.170623E-01  0.192297E-01
    0  -26.00    0.00    379.10  0.170623E-01  0.192297E-01
   -1  -26.00    0.00    379.10  0.170623E-01  0.192297E-01
    1  -25.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -25.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -25.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -25.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -25.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -25.50    0.00    379.10  0.171962E-01  0.191303E-01
    0  -25.50    0.00    379.10  0.171962E-01  0.191303E-01
   -1  -25.50    0.00    379.10  0.171962E-01  0.191303E-01
    1  -25.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -25.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -25.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -25.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -25.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -25.00    0.00    379.10  0.173275E-01  0.183000E-01
    0  -25.00    0.00    379.10  0.173275E-01  0.183000E-01
   -1  -25.00    0.00    379.10  0.173275E-01  0.183000E-01
    1  -24.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -24.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -24.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -24.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -24.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -24.50    0.00    379.10  0.174564E-01  0.169787E-01
    0  -24.50    0.00    379.10  0.174564E-01  0.169787E-01
   -1  -24.50    0.00    379.10  0.174564E-01  0.169787E-01
    1  -24.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -24.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -24.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -24.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -24.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -24.00    0.00    379.10  0.175827E-01  0.157252E-01
    0  -24.00    0.00    379.10  0.175827E-01  0.157252E-01
   -1  -24.00    0.00    379.10  0.175827E-01  0.157252E-01
    1  -23.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -23.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -23.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -23.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -23.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -23.50    0.00    379.10  0.177065E-01  0.150950E-01
    0  -23.50    0.00    379.10  0.177065E-01  0.150950E-01
   -1  -23.50    0.00    379.10  0.177065E-01  0.150950E-01
    1  -23.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -23.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -23.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -23.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -23.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -23.00    0.00    379.10  0.178277E-01  0.153376E-01
    0  -23.00    0.00    379.10  0.178277E-01  0.153376E-01
   -1  -23.00    0.00    379.10  0.178277E-01  0.153376E-01
    1  -22.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -22.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -22.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -22.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -22.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -22.50    0.00    379.10  0.179464E-01  0.162722E-01
    0  -22.50    0.00    379.10  0.179464E-01  0.162722E-01
   -1  -22.50    0.00    379.10  0.179464E-01  0.162722E-01
    1  -22.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -22.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -22.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -22.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -22.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -22.00    0.00    379.10  0.180625E-01  0.173794E-01
    0  -22.00    0.00    379.10  0.180625E-01  0.173794E-01
   -1  -22.00    0.00    379.10  0.180625E-01  0.173794E-01
    1  -21.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -21.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -21.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -21.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -21.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -21.50    0.00    379.10  0.181761E-01  0.180515E-01
    0  -21.50    0.00    379.10  0.181761E-01  0.180515E-01
   -1  -21.50    0.00    379.10  0.181761E-01  0.180515E-01
    1  -21.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -21.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -21.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -21.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -21.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -21.00    0.00    379.10  0.182871E-01  0.178667E-01
    0  -21.00    0.00    379.10  0.182871E-01  0.178667E-01
   -1  -21.00    0.00    379.10  0.182871E-01  0.178667E-01
    1  -20.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -20.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -20.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -20.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -20.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -20.50    0.00    379.10  0.183956E-01  0.167689E-01
    0  -20.50    0.00    379.10  0.183956E-01  0.167689E-01
   -1  -20.50    0.00    379.10  0.183956E-01  0.167689E-01
    1  -20.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -20.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -20.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -20.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -20.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -20.00    0.00    379.10  0.185015E-01  0.150838E-01
    0  -20.00    0.00    379.10  0.185015E-01  0.150838E-01
   -1  -20.00    0.00    379.10  0.185015E-01  0.150838E-01
    1  -19.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -19.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -19.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -19.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -19.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -19.50    0.00    379.10  0.186047E-01  0.133827E-01
    0  -19.50    0.00    379.10  0.186047E-01  0.133827E-01
   -1  -19.50    0.00    379.10  0.186047E-01  0.133827E-01
    1  -19.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -19.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -19.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -19.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -19.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -19.00    0.00    379.10  0.187054E-01  0.122613E-01
    0  -19.00    0.00    379.10  0.187054E-01  0.122613E-01
   -1  -19.00    0.00    379.10  0.187054E-01  0.122613E-01
    1  -18.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -18.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -18.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -18.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -18.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -18.50    0.00    379.10  0.188036E-01  0.121246E-01
    0  -18.50    0.00    379.10  0.188036E-01  0.121246E-01
   -1  -18.50    0.00    379.10  0.188036E-01  0.121246E-01
    1  -18.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -18.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -18.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -18.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -18.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -18.00    0.00    379.10  0.188991E-01  0.130561E-01
    0  -18.00    0.00    379.10  0.188991E-01  0.130561E-01
   -1  -18.00    0.00    379.10  0.188991E-01  0.130561E-01
    1  -17.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -17.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -17.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -17.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -17.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -17.50    0.00    379.10  0.189920E-01  0.148019E-01
    0  -17.50    0.00    379.10  0.189920E-01  0.148019E-01
   -1  -17.50    0.00    379.10  0.189920E-01  0.148019E-01
    1  -17.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -17.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -17.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -17.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -17.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -17.00    0.00    379.10  0.190823E-01  0.168662E-01
    0  -17.00    0.00    379.10  0.190823E-01  0.168662E-01
   -1  -17.00    0.00    379.10  0.190823E-01  0.168662E-01
    1  -16.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -16.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -16.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -16.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -16.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -16.50    0.00    379.10  0.191701E-01  0.186699E-01
    0  -16.50    0.00    379.10  0.191701E-01  0.186699E-01
   -1  -16.50    0.00    379.10  0.191701E-01  0.186699E-01
    1  -16.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -16.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -16.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -16.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -16.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -16.00    0.00    379.10  0.192552E-01  0.197191E-01
    0  -16.00    0.00    379.10  0.192552E-01  0.197191E-01
   -1  -16.00    0.00    379.10  0.192552E-01  0.197191E-01
    1  -15.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -15.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -15.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -15.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -15.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -15.50    0.00    379.10  0.193377E-01  0.197299E-01
    0  -15.50    0.00    379.10  0.193377E-01  0.197299E-01
   -1  -15.50    0.00    379.10  0.193377E-01  0.197299E-01
    1  -15.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -15.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -15.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -15.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -15.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -15.00    0.00    379.10  0.194176E-01  0.186877E-01
    0  -15.00    0.00    379.10  0.194176E-01  0.186877E-01
   -1  -15.00    0.00    379.10  0.194176E-01  0.186877E-01
    1  -14.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -14.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -14.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -14.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -14.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -14.50    0.00    379.10  0.194949E-01  0.168268E-01
    0  -14.50    0.00    379.10  0.194949E-01  0.168268E-01
   -1  -14.50    0.00    379.10  0.194949E-01  0.168268E-01
    1  -14.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -14.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -14.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -14.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -14.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -14.00    0.00    379.10  0.195696E-01  0.145551E-01
    0  -14.00    0.00    379.10  0.195696E-01  0.145551E-01
   -1  -14.00    0.00    379.10  0.195696E-01  0.145551E-01
    1  -13.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -13.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -13.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -13.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -13.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -13.50    0.00    379.10  0.196417E-01  0.123458E-01
    0  -13.50    0.00    379.10  0.196417E-01  0.123458E-01
   -1  -13.50    0.00    379.10  0.196417E-01  0.123458E-01
    1  -13.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -13.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -13.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -13.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -13.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -13.00    0.00    379.10  0.197112E-01  0.106319E-01
    0  -13.00    0.00    379.10  0.197112E-01  0.106319E-01
   -1  -13.00    0.00    379.10  0.197112E-01  0.106319E-01
    1  -12.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -12.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -12.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -12.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -12.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -12.50    0.00    379.10  0.197780E-01  0.972328E-02
    0  -12.50    0.00    379.10  0.197780E-01  0.972328E-02
   -1  -12.50    0.00    379.10  0.197780E-01  0.972328E-02
    1  -12.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -12.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -12.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -12.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -12.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -12.00    0.00    379.10  0.198422E-01  0.976204E-02
    0  -12.00    0.00    379.10  0.198422E-01  0.976204E-02
   -1  -12.00    0.00    379.10  0.198422E-01  0.976204E-02
    1  -11.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -11.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -11.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -11.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -11.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -11.50    0.00    379.10  0.199039E-01  0.107179E-01
    0  -11.50    0.00    379.10  0.199039E-01  0.107179E-01
   -1  -11.50    0.00    379.10  0.199039E-01  0.107179E-01
    1  -11.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -11.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -11.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -11.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -11.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -11.00    0.00    379.10  0.199629E-01  0.124178E-01
    0  -11.00    0.00    379.10  0.199629E-01  0.124178E-01
   -1  -11.00    0.00    379.10  0.199629E-01  0.124178E-01
    1  -10.50    0.00    379.10  0.000000E+00  0.000000E+00
    2  -10.50    0.00    379.10  0.000000E+00  0.000000E+00
    3  -10.50    0.00    379.10  0.000000E+00  0.000000E+00
    4  -10.50    0.00    379.10  0.000000E+00  0.000000E+00
    5  -10.50    0.00    379.10  0.000000E+00  0.000000E+00
    6  -10.50    0.00    379.10  0.200192E-01  0.145966E-01
    0  -10.50    0.00    379.10  0.200192E-01  0.145966E-01
   -1  -10.50    0.00    379.10  0.200192E-01  0.145966E-01
    1  -10.00    0.00    379.10  0.000000E+00  0.000000E+00
    2  -10.00    0.00    379.10  0.000000E+00  0.000000E+00
    3  -10.00    0.00    379.10  0.000000E+00  0.000000E+00
    4  -10.00    0.00    379.10  0.000000E+00  0.000000E+00
    5  -10.00    0.00    379.10  0.000000E+00  0.000000E+00
    6  -10.00    0.00    379.10  0.200730E-01  0.169544E-01
    0  -10.00    0.00    379.10  0.200730E-01  0.169544E-01
   -1  -10.00    0.00    379.10  0.200730E-01  0.169544E-01
    1   -9.50    0.00    379.10  0.000000E+00  0.000000E+00
    2   -9.50    0.00    379.10  0.000000E+00  0.000000E+00
    3   -9.50    0.00    379.10  0.000000E+00  0.000000E+00
    4   -9.50    0.00    379.10  0.000000E+00  0.000000E+00
    5   -9.50    0.00    379.10  0.000000E+00  0.000000E+00
    6   -9.50    0.00    379.10  0.201241E-01  0.192116E-01
    0   -9.50    0.00    379.10  0.201241E-01  0.192116E-01
   -1   -9.50    0.00    379.10  0.201241E-01  0.192116E-01
    1   -9.00    0.00    379.10  0.000000E+00  0.000000E+00
    2   -9.00    0.00    379.10  0.000000E+00  0.000000E+00
    3   -9.00    0.00    379.10  0.000000E+00  0.000000E+00
    4   -9.00    0.00    379.10  0.000000E+00  0.000000E+00
    5   -9.00    0.00    379.10  0.000000E+00  0.000000E+00
    6   -9.00    0.00    379.10  0.201726E-01  0.211500E-01
    0   -9.00    0.00    379.10  0.201726E-01  0.211500E-01
   -1   -9.00    0.00    379.10  0.201726E-01  0.211500E-01
    1   -8.50    0.00    379.10  0.000000E+00  0.000000E+00
    2   -8.50    0.00    379.10  0.000000E+00  0.000000E+00
    3   -8.50    0.00    379.10  0.000000E+00  0.000000E+00
    4   -8.50    0.00    379.10  0.000000E+00  0.000000E+00
    5   -8.50    0.00    379.10  0.000000E+00  0.000000E+00
    6   -8.50    0.00    379.10  0.202185E-01  0.226345E-01
    0   -8.50    0.00    379.10  0.202185E-01  0.226345E-01
   -1   -8.50    0.00    379.10  0.202185E-01  0.226345E-01
    1   -8.00    0.00    379.10  0.000000E+00  0.000000E+00
    2   -8.00    0.00    379.10  0.000000E+00  0.000000E+00
    3   -8.00    0.00    379.10  0.000000E+00  0.000000E+00
    4   -8.00    0.00    379.10  0.000000E+00  0.000000E+00
    5   -8.00    0.00    379.10  0.000000E+00  0.000000E+00
    6   -8.00    0.00    379.10  0.202618E-01  0.236212E-01
    0   -8.00    0.00    379.10  0.202618E-01  0.236212E-01
   -1   -8.00    0.00    379.10  0.202618E-01  0.236212E-01
    1   -7.50    0.00    379.10  0.000000E+00  0.000000E+00
    2   -7.50    0.00    379.10  0.000000E+00  0.000000E+00
    3   -7.50    0.00    379.10  0.000000E+00  0.000000E+00
    4   -7.50    0.00    379.10  0.000000E+00  0.000000E+00
    5   -7.50    0.00    379.10  0.000000E+00  0.000000E+00
    6   -7.50    0.00    379.10  0.203025E-01  0.241471E-01
    0   -7.50    0.00    379.10  0.203025E-01  0.241471E-01
   -1   -7.50    0.00    379.10  0.203025E-01  0.241471E-01
    1   -7.00    0.00    379.10  0.000000E+00  0.000000E+00
    2   -7.00    0.00    379.10  0.000000E+00  0.000000E+00
    3   -7.00    0.00    379.10  0.000000E+00  0.000000E+00
    4   -7.00    0.00    379.10  0.000000E+00  0.000000E+00
    5   -7.00    0.00    379.10  0.000000E+00  0.000000E+00
    6   -7.00    0.00    379.10  0.203405E-01  0.243122E-01
    0   -7.00    0.00    379.10  0.203405E-01  0.243122E-01
   -1   -7.00    0.00    379.10  0.203405E-01  0.243122E-01
    1   -6.50    0.00    379.10  0.000000E+00  0.000000E+00
    2   -6.50    0.00    379.10  0.000000E+00  0.000000E+00
    3   -6.50    0.00    379.10  0.000000E+00  0.000000E+00
    4   -6.50    0.00    379.10  0.000000E+00  0.000000E+00
    5   -6.50    0.00    379.10  0.000000E+00  0.000000E+00
    6   -6.50    0.00    379.10  0.203759E-01  0.242522E-01
    0   -6.50    0.00    379.10  0.203759E-01  0.242522E-01
   -1   -6.50    0.00    379.10  0.203759E-01  0.242522E-01
    1   -6.00    0.00    379.10  0.000000E+00  0.000000E+00
    2   -6.00    0.00    379.10  0.000000E+00  0.000000E+00
    3   -6.00    0.00    379.10  0.000000E+00  0.000000E+00
    4   -6.00    0.00    379.10  0.000000E+00  0.000000E+00
    5   -6.00    0.00    379.10  0.000000E+00  0.000000E+00
    6   -6.00    0.00    379.10  0.204087E-01  0.241161E-01
    0   -6.00    0.00    379.10  0.204087E-01  0.241161E-01
   -1   -6.00    0.00    379.10  0.204087E-01  0.241161E-01
    1   -5.50    0.00    379.10  0.000000E+00  0.000000E+00
    2   -5.50    0.00    379.10  0.000000E+00  0.000000E+00
    3   -5.50    0.00    379.10  0.000000E+00  0.000000E+00
    4   -5.50    0.00    379.10  0.000000E+00  0.000000E+00
    5   -5.50    0.00    379.10  0.000000E+00  0.000000E+00
    6   -5.50    0.00    379.10  0.204389E-01  0.240391E-01
    0   -5.50    0.00    379.10  0.204389E-01  0.240391E-01
   -1   -5.50    0.00    379.10  0.204389E-01  0.240391E-01
    1   -5.00    0.00    379.10  0.000000E+00  0.000000E+00
    2   -5.00    0.00    379.10  0.000000E+00  0.000000E+00
    3   -5.00    0.00    379.10  0.000000E+00  0.000000E+00
    4   -5.00    0.00    379.10  0.000000E+00  0.000000E+00
    5   -5.00    0.00    379.10  0.000000E+00  0.000000E+00
    6   -5.00    0.00    379.10  0.204664E-01  0.241282E-01
    0   -5.00    0.00    379.10  0.204664E-01  0.241282E-01
   -1   -5.00    0.00    379.10  0.204664E-01  0.241282E-01
    1   -4.50    0.00    379.10  0.000000E+00  0.000000E+00
    2   -4.50    0.00    379.10  0.000000E+00  0.000000E+00
    3   -4.50    0.00    379.10  0.000000E+00  0.000000E+00
    4   -4.50    0.00    379.10  0.000000E+00  0.000000E+00
    5   -4.50    0.00    379.10  0.000000E+00  0.000000E+00
    6   -4.50    0.00    379.10  0.204913E-01  0.244491E-01
    0   -4.50    0.00    379.10  0.204913E-01  0.244491E-01
   -1   -4.50    0.00    379.10  0.204913E-01  0.244491E-01
    1   -4.00    0.00    379.10  0.000000E+00  0.000000E+00
    2   -4.00    0.00    379.10  0.000000E+00  0.000000E+00
    3   -4.00    0.00    379.10  0.000000E+00  0.000000E+00
    4   -4.00    0.00    379.10  0.000000E+00  0.000000E+00
    5   -4.00    0.00    379.10  0.000000E+00  0.000000E+00
    6   -4.00    0.00    379.10  0.205136E-01  0.250221E-01
    0   -4.00    0.00    379.10  0.205136E-01  0.250221E-01
   -1   -4.00    0.00    379.10  0.205136E-01  0.250221E-01
    1   -3.50    0.00    379.10  0.000000E+00  0.000000E+00
    2   -3.50    0.00    379.10  0.000000E+00  0.000000E+00
    3   -3.50    0.00    379.10  0.000000E+00  0.000000E+00
    4   -3.50    0.00    379.10  0.000000E+00  0.000000E+00
    5   -3.50    0.00    379.10  0.000000E+00  0.000000E+00
    6   -3.50    0.00    379.10  0.205333E-01  0.258241E-01
    0   -3.50    0.00    379.10  0.205333E-01  0.258241E-01
   -1   -3.50    0.00    379.10  0.205333E-01  0.258241E-01
    1   -3.00    0.00    379.10  0.000000E+00  0.000000E+00
    2   -3.00    0.00    379.10  0.000000E+00  0.000000E+00
    3   -3.00    0.00    379.10  0.000000E+00  0.000000E+00
    4   -3.00    0.00    379.10  0.000000E+00  0.000000E+00
